Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Anchor,No. of dofollow inlinks to target,No. of nofollow inlinks to target,Is source canonical,Is source noindex,Is target canonical,Is target noindex,Is link internal
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/privacy-policy,200,"📖 Privacy Policy Generator | GDPR & CCPA Compliant Generate a free, customized, GDPR and CCPA compliant Privacy Policy for your website or app. Fast, offline-capable, and…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/ip-address-lookup,200,"🛠️ IP Address Lookup: Geolocation, ISP & Network Info Your IP address reveals more than just your location. See what ISPs and websites can track about your network,…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/number-base,200,"📖 Number Base Converter | Free Online Tool Convert numbers between binary, octal, decimal, and hexadecimal bases instantly. Free, client-side, and works offline.",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/escape-unescape,200,"📖 String Escape & Unescape | Free Online Tool Escape or unescape strings for JSON, HTML, XML, URL, JavaScript, CSV, and SQL. Free, fast, and works entirely offline…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-css-selectors,200,"📖 Copy syntax Comprehensive cheat sheet for CSS selectors including basic, combinators, attributes, pseudo-classes, and…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/chmod/755,200,https://siliconbased.dev/chmod/750,200,750rwxr-x---,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/subnet-calculator,200,"🧮 Copy Interactive IP subnet calculator for IPv4 and IPv6. Calculate network address, broadcast address, host range, and total…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/html-entity-encoder,200,📖 Also encode standard ASCII characters Why do characters break your code? Discover the invisible symbols hiding in plain sight and the single click that makes…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-web-security-complete,200,"📖 Web Security Essentials for Developers (2026) A comprehensive guide to web security: HTTPS, CSP, CORS, XSS prevention, authentication, security headers, and…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/chmod-calculator,200,https://siliconbased.dev/chmod/500,200,chmod 500,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/list-css-frameworks,200,"📋 CSS Frameworks Compared | Tailwind, Bootstrap, Bulma, A curated comparison of modern CSS frameworks including Tailwind CSS, Bootstrap, Bulma, and Foundation.",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/ascii-table,200,"📖 ASCII Reference Table | Free Interactive Tool Interactive ASCII and Unicode character table. Instantly search and copy characters, decimal, hex, and octal values.…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-data-formats-complete,200,"📖 Working with Data Formats: JSON, YAML, XML & CSV A practical guide to data serialization formats: JSON, YAML, XML, CSV, TOML, Base64 — when to use each, conversion…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/freight-class-calculator,200,🧮 Freight Class Calculator: Density & NMFC Class Estimator Are you overpaying for LTL freight? Calculate your exact shipment density instantly and discover what freight class…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/uuid-generator,200,"📖 UUID Generator & Validator | Free Online Tool Generate UUID v1, v4, and v7 identifiers instantly. Bulk generate up to 100 UUIDs. Parse and validate existing UUIDs.…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-markdown,200,📖 guide markdown,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/license-picker,200,"📖 Open Source License Picker | Free Online Tool Compare open source licenses side by side. Explore permissions, conditions, and limitations, and instantly generate a…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/api-response-times,200,"📖 API Response Time Benchmark 2026 | siliconbased.dev Benchmark of average API response times across popular public APIs including GitHub, Stripe, OpenAI, and AWS. Tested…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-prompting-jules,200,📖 How to Prompt Google Jules for Research We ran 500+ Google Jules sessions across 9 domains and built a fully automated content factory.,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/list-static-hosting,200,"📋 Best Free Static Hosting | Compare GitHub, Netlify, Vercel Compare the best free static site hosting options including GitHub Pages, Netlify, Vercel, Cloudflare Pages, and Surge.…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/chatgpt-image-generator,200,📖 ChatGPT Image Generator Guide & Tips Want to know the secret prompt formula that makes AI art look identical to photographs? The answer lies in how you…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/chmod-calculator,200,https://siliconbased.dev/chmod/400,200,chmod 400,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/ama-citation-generator,200,🛠️ AMA Citation Generator Learn how to easily format references using our AMA Citation Generator. Discover the nuances behind the style—can you…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/core-app-dashboard,200,📖 Building a Core App Dashboard: Complete Guide Stop guessing what your users are doing. Discover the essential metrics and architecture needed to build a dashboard…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-css-tools-complete,200,"📖 CSS Tools Every Developer Needs (2026) The ultimate CSS toolkit: color tools, gradient generators, flexbox/grid playgrounds, framework comparisons, and…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-devops-complete,200,"📖 DevOps Toolkit: Docker, Git, Nginx & SSH Guide A practical DevOps guide covering Docker, Git workflows, Nginx configuration, SSH key management, cron jobs, and server…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/chmod/700,200,https://siliconbased.dev/chmod/770,200,770rwxrwx---,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/binary-translator,200,🛠️ Binary Translator: Convert Text to Binary Code Instantly Decode the language of computers. Use our free binary translator tool to instantly convert text to binary and…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/dns-lookup,200,"📖 DNS Lookup Tool: Query A, AAAA, MX, CNAME, TXT & NS Records Why do 30% of emails bounce on new domains? A quick MX record lookup reveals the hidden configuration gap holding back…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/jwt-decoder,200,"📖 JWT Decoder: Decode, Inspect & Verify JSON Web Tokens Online Why do most JWT bugs slip into production? Decode your payload, inspect expiration claims, and uncover the hidden…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-seo-tools-complete,200,"📖 Technical SEO Tools for Developers (2026) A developer-focused SEO guide: meta tags, Open Graph, JSON-LD schema, sitemaps, robots.txt, page speed, and technical…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/square-dashboard,200,"📖 The Ultimate Guide to the Square Dashboard in 2026 Everyone talks about the Square Dashboard, but 90% of business owners miss its most profitable feature. Here's what you…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/user-agent-parser,200,"📖 User Agent Parser | Free Online Tool Parse user agent strings instantly. Detect browser, operating system, device type, and identify bots. Free, secure, and…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/svg-optimizer,200,"📖 SVG Optimizer — Compress SVG Files Online | Free Tool Optimize your SVG code instantly. Removes metadata, comments, and unnecessary attributes to reduce file size. Works…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/genshin-tier-list,200,📋 Genshin Tier List - Meta Rankings & Analysis Are you investing resources into the wrong characters? Our comprehensive Genshin Tier List reveals the optimal meta…,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/guide-vim,200,"📖 Vim Cheat Sheet | Essential Commands & Interactive Practice Comprehensive Vim cheat sheet and reference guide. Covers modes, navigation, editing, search, and macros. Includes an…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/terms-generator,200,"📖 Terms of Service Generator | Free Online Tool Generate customizable Terms of Service for websites, SaaS, e-commerce, and apps. Free, zero dependencies,…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/list-ssg,200,"📋 Best Static Site Generators | Compare SSGs Compare the best Static Site Generators: Astro, Hugo, Eleventy, Next.js, and Gatsby. Explore build speed, ecosystem,…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/chmod/644,200,https://siliconbased.dev/chmod/664,200,664rw-rw-r--,1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/email-validator,200,"📖 Email Address Validator | Free Online Tool Validate email address format, syntax, and extract domain information. Bulk validate multiple emails instantly. Free,…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/jwt-debugger,200,"📖 JWT Debugger & Decoder | Free Online Tool Decode, verify, and validate JSON Web Tokens (JWT) instantly in your browser. View header, payload, and signature.…",1,0,true,false,true,false,true
Href link,false,https://siliconbased.dev/,200,https://siliconbased.dev/url-encoder-decoder,200,"📖 Keeps protocols and paths intact (://, /, ?) Ever wondered why simple links break when shared? Uncover the hidden mechanics of percent encoding to instantly fix any…",1,0,true,false,true,false,true
